Country,GDP,HDI,Education_Expenditure,Healthcare_Expenditure,Comparative_Abortion_Index,log_GDP,log_HDI,log_Education_Expenditure,log_Healthcare_Expenditure,log_Comparative_Abortion_Index
Cuba,7683.757890505854,0.773,8.96333694458008,12.81401348,7.0,8.946994151313236,0.5726730270920708,2.2989120500813427,2.6256835464879353,2.0794415416798357
Cyprus,23487.21875,0.87099999,6.30491018295288,6.81669092,5.0,10.064254244637223,0.6264730419472171,1.9885467498434175,2.0562613089912203,1.791759469228055
Czechoslovakia,,,,,,,,,,
Czechia,17829.69832236678,0.89099997,5.75182008743286,7.19641495,7.0,9.788676875674462,0.6371057738116984,1.909812111120057,2.1036968574503767,2.0794415416798357
Benin,1041.652523159817,0.52899998,3.17298007011414,2.67942166,5.0,6.949523248160669,0.42461391386648045,1.4286304256847926,1.302755582221593,1.791759469228055
Denmark,53254.85637009158,0.93599999,7.01041460037231,10.34411812,7.0,10.882863056305512,0.660623983689096,2.0807425200868535,2.428699382288453,2.0794415416798357
Dominica,7724.042410573757,0.69999999,3.40858006477356,5.15941811,1.0,8.952222591792786,0.5306282451798174,1.4835526568348443,1.8179823104212125,0.6931471805599453
Dominican Republic (the),6838.936734660202,0.736,3.6040027141571,4.72216797,1.0,8.830533761255136,0.5515836162381584,1.5269260803809872,1.7443477493176527,0.6931471805599453
Ecuador,6130.586675567683,0.76499999,4.99870014190674,7.49149466,3.0,8.72120883321367,0.5681506847195377,1.7915428027420237,2.1390650342983313,1.3862943611198906
El Salvador,3761.513680002748,0.66799998,3.90987992286682,8.75833225,0.0,8.23284254493165,0.5116252919461473,1.5912494858794466,2.2781215097994396,0.0
Equatorial Guinea,9788.983803985113,0.60299999,,2.91533303,3.0,9.189115081180503,0.4718768673891127,,1.3649003909590327,1.3862943611198906
Ethiopia,630.3126271324805,0.46000001,5.15336132049561,3.82316828,5.0,6.447801186967434,0.3784364425695601,1.8169984886891473,1.5734310316247422,1.791759469228055
Eritrea,,0.48300001,,4.45335579,5.0,,0.39406706989888335,,1.6962311604686726,1.791759469228055
Estonia,17402.03761280788,0.88200003,5.14418983459473,6.64135027,7.0,9.76440004541483,0.6323350571036767,1.8155068929257874,2.033574324473296,2.0794415416798357
Fiji,5105.190039222295,0.72899997,4.80931758880615,3.32468939,6.0,8.538208815914603,0.5475431893500833,1.7594631093710222,1.4643403204638135,1.9459101490553132
Finland,42801.90811672851,0.93000001,7.03208017349243,9.64523888,6.0,10.664361325914154,0.6575200080981414,2.0834435446590716,2.36511273867609,1.9459101490553132
France,36652.92230521776,0.89200002,5.46424007415771,11.44077206,7.0,10.509275722194715,0.637634481200511,1.866285460714404,2.5209791480861883,2.0794415416798357
Djibouti,2409.311902242836,0.493,3.59894990921021,3.07556486,1.0,7.787511438128427,0.4007875185570533,1.5258279968285895,1.405009353037443,0.6931471805599453
Gabon,7090.454634157983,0.699,2.82435989379883,2.65743947,1.0,8.86664576550035,0.530039842689795,1.341391105247806,1.2967633042194895,0.6931471805599453
Georgia,4014.112240991108,0.79000002,3.16487407684326,7.42301464,7.0,8.297820581405087,0.582215631025848,1.426686041510682,2.130967797429781,2.0794415416798357
Gambia (the),611.6712177829947,0.47799999,2.16002988815308,3.1761291,3.0,6.4178284425926115,0.39068981576011014,1.1505814858303827,1.4293847648534443,1.3862943611198906
Germany,41103.25643637683,0.93800002,4.85515022277832,11.18386841,7.0,10.623866958050932,0.6616565237884919,1.767321653898734,2.5001128153047283,2.0794415416798357
Ghana,1711.271470783463,0.60699999,4.4340500831604,4.5429678,5.0,7.445576113513756,0.4743690805326002,1.6926847275903913,1.712530061292164,1.791759469228055
Kiribati,1459.143695288311,0.62199998,12.1140260696411,8.02337551,1.0,7.286290131289661,0.48365994336276485,2.5736823497638914,2.199818489125233,0.6931471805599453
Greece,18083.8779056547,0.88,3.66139006614685,8.22004509,7.0,9.802831393224604,0.6312717768418579,1.5393137011121194,2.2213799280120754,2.0794415416798357
Grenada,8379.621847431563,0.79000002,4.23861026763916,4.64675617,3.0,9.033677396860407,0.582215631025848,1.6560562470575446,1.731081251079529,1.3862943611198906
Guatemala,3994.62908519019,0.639,3.03032994270325,6.00602007,1.0,8.292956313936283,0.4940862997616926,1.3938482442458155,1.9467697894586027,0.6931471805599453
Guinea,756.4255898480669,0.44,2.51713991165161,5.80919266,5.0,6.629925301334848,0.36464311358790924,1.2576481342335952,1.9182735610043402,1.791759469228055
Guyana,5668.42976474423,0.68400002,3.89569997787476,4.02264786,7.0,8.64284382107239,0.5211719276966195,1.5883572643035404,1.6139572567957685,2.0794415416798357
Haiti,1405.714785748534,0.52899998,1.85497999191284,5.07518148,1.0,7.249012325654976,0.42461391386648045,1.0490648349968459,1.8042118620314445,0.6931471805599453
Honduras,2257.225283693542,0.61299998,6.41297006607056,7.4837904,1.0,7.722334511076242,0.4780957867438157,2.0032311776346696,2.138157331069579,0.6931471805599453
Hungary,12717.03859700203,0.838,4.49539995193481,6.85204268,7.0,9.45077662665543,0.6086780239334952,1.7039113699084192,2.0607737119572618,2.0794415416798357
Iceland,52951.68151108975,0.94499999,7.4579701423645,8.06978989,6.0,10.877153992071914,0.6652619719290215,2.13510920893819,2.2049490984783486,1.9459101490553132
India,1590.174321665038,0.62900001,4.11499166488647,3.59565997,6.0,7.372227589692755,0.4879663357586435,1.63217576985905,1.525112373350523,1.9459101490553132
Indonesia,3322.581679076556,0.69499999,3.58360004425049,2.92428517,3.0,8.108798299402471,0.5276827349327086,1.5224847252242468,1.3671842123550995,1.3862943611198906
Iran (Islamic Republic of),4990.936795376941,0.77600002,2.62911009788513,7.25335979,2.0,8.515579248786606,0.5743636558312395,1.2889874661243115,2.1106203647166537,1.0986122886681096
Iraq,4416.942922819169,0.67500001,,3.14434433,1.0,8.393429464661473,0.515813171247179,,1.4217445927215142,0.6931471805599453
Ireland,62053.98443815867,0.92500001,,7.31753302,1.0,11.035776116788611,0.6549259729345527,,2.118365698845506,0.6931471805599453
Israel,36206.52221716209,0.90899998,5.7976598739624,7.10024405,5.0,10.497022172281454,0.6465795342669212,1.9165784167716162,2.0918941908541346,1.791759469228055
Italy,30242.38613521843,0.88200003,4.07362985610962,8.85689163,7.0,10.317032799395676,0.6323350571036767,1.6240565093852348,2.2881708684055577,2.0794415416798357
Côte d'Ivoire,1941.5818977126,0.51300001,3.49412989616394,3.21990895,1.0,7.5717732423376605,0.41409444141560414,1.5027720776987614,1.439813551985775,0.6931471805599453
Jamaica,5077.551635657122,0.713,5.45521020889282,5.62470436,3.0,8.532781388829516,0.5382462193419828,1.8648875890499828,1.890805745970905,1.3862943611198906
Japan,34960.63938433849,0.91799998,3.22902536392212,10.74969959,4.0,10.462006721814717,0.6512829660337178,1.441971556089325,2.463827673454821,1.6094379124341003
Kazakhstan,10510.77030828725,0.80500001,2.7885799407959,3.04051137,7.0,9.260250890056373,0.5905605973250104,1.3319912630762385,1.3963712606955732,2.0794415416798357
Jordan,4064.25301043642,0.71799999,,7.4609561,5.0,8.31023126123478,0.5411608177413418,,2.1354621814169072,1.791759469228055
Kenya,1496.653567622561,0.56099999,4.74350023269653,4.76439571,3.0,7.311654874062373,0.4453266351271451,1.748068821118082,1.7517003277586296,1.3862943611198906
Korea (the Democratic People's Republic of),,,,,7.0,,,,,2.0794415416798357
Korea (the Republic of),28732.23107625986,0.90899998,4.45423793792725,6.65271664,5.0,10.265809609146478,0.6465795342669212,1.6963929097877575,2.03506070113943,1.791759469228055
Kuwait,29315.19607190189,0.82999998,,4.21497965,5.0,10.285895409244889,0.6043159559243677,,1.6515351862399448,1.791759469228055
Kyrgyzstan,1121.082691236968,0.69,5.98550987243652,7.14930916,7.0,7.022941783221636,0.5247285289349821,1.9438379853829795,2.097933158015789,2.0794415416798357
Lao People's Democratic Republic (the),2125.459056983139,0.59899998,2.73689794540405,2.45366454,2.0,7.662213460797136,0.4693784213439997,1.3182558408995224,1.239435852830637,1.0986122886681096
Lebanon,7802.751367739229,0.74599999,,7.39572525,1.0,8.96235984164286,0.5573274516900335,,2.1277226775067968,0.6931471805599453
Lesotho,1113.86863173964,0.50300002,8.68563556671143,8.95958614,1.0,7.01649185788542,0.40746312407755725,2.2706439185273313,2.298535518524355,0.6931471805599453
Latvia,13786.45679531137,0.85000002,5.28251981735229,5.65211773,7.0,9.531514529943893,0.6151856499010442,1.8377711448042586,1.8949352596106261,2.0794415416798357
Liberia,699.6629468539646,0.47299999,2.11587476730347,10.61632824,5.0,6.552026953792702,0.3873011306916269,1.1365099369901572,2.45241171525896,1.791759469228055
Libya,7867.515731024116,0.699,,,1.0,8.970624725279452,0.530039842689795,,,0.6931471805599453
Liechtenstein,167809.2126811104,0.92400002,,,3.0,12.030588933386754,0.6544063626385251,,,1.3862943611198906
Lithuania,14263.96457734947,0.86199999,4.2271900177002,6.49043989,7.0,9.56556178045836,0.6216511734843061,1.6538738521789227,2.013627526111647,2.0794415416798357
Luxembourg,105462.0125844226,0.91500002,3.76792001724243,5.08113575,6.0,11.566115578809802,0.6497176330764735,1.5619101547151397,1.8051914795197859,1.9459101490553132
Madagascar,455.6380345281815,0.50400001,2.21011996269226,4.97224426,1.0,6.123891030074981,0.4081282321765843,1.1663083079988465,1.787122779711256,0.6931471805599453
Malawi,544.276872378699,0.491,3.85398006439209,6.62879086,1.0,6.301293688376603,0.3994470357826014,1.5797990002486106,2.0319293609166236,0.6931471805599453
Malaysia,9699.584908732164,0.79699999,4.70381021499634,3.82201481,3.0,9.179941462542805,0.5861186022365917,1.7411344102927417,1.5731918510939558,1.3862943611198906
Maldives,9434.31190964075,0.736,4.64490175247192,8.72545815,3.0,9.152214516041674,0.5515836162381584,1.7307527931050697,2.274746998934689,1.3862943611198906
Mali,723.5042049689439,0.41600001,3.80152010917664,4.11143351,2.0,6.585487565703789,0.34783600233367484,1.5689325571901382,1.6314798952070177,1.0986122886681096
Malta,24921.67789838723,0.889,5.02398014068604,8.89759636,0.0,10.12353342693487,0.6360475885193725,1.7957481937932938,2.2922919357426226,0.0
Mauritania,1562.726852532451,0.54400003,2.82956600189209,3.67363763,1.0,7.35482725913436,0.43437647103263605,1.3427514813390011,1.5419377042279634,0.6931471805599453
Mauritius,9507.871336564236,0.79500002,4.75847005844116,5.69995832,5.0,9.159980466746909,0.5850050330823034,1.7506718245719615,1.9021013054820481,1.791759469228055
Mexico,9753.400562322257,0.76800001,5.22942018508911,5.72277403,7.0,9.185473801894116,0.5698489698715603,1.8292832602642526,1.9055008714390522,2.0794415416798357
Monaco,170338.600368097,,,2.02846789,3.0,12.045549372608587,,,1.1080568447741046,1.3862943611198906
Mongolia,3919.351214102756,0.73199999,4.38715648651123,4.23154545,7.0,8.273936524205453,0.5492768043665713,1.684017692192622,1.654706731558084,2.0794415416798357
Moldova (the Republic of),2749.91303825395,0.74900001,5.80568695068359,8.55763531,7.0,7.919688149466722,0.5590442017540179,1.91775857894146,2.257340343956172,2.0794415416798357
Montenegro,6517.18961381857,0.82200003,,9.02188778,7.0,8.782351949771948,0.599934815303189,,2.304771479109047,2.0794415416798357
Morocco,3139.22827148438,0.65399998,5.13336896896362,5.57022429,3.0,8.052050774184895,0.5031965845096011,1.8137441860870633,1.8825479704221848,1.3862943611198906
Mozambique,594.2269177564506,0.44,6.01083421707153,6.71663332,5.0,6.388942707221495,0.36464311358790924,1.9474566978279453,2.043378170472507,1.791759469228055
Oman,18777.43305891617,0.82300001,,4.65752935,2.0,9.84046431258879,0.6004835011819895,,1.732987286315899,1.0986122886681096
Namibia,4965.672829311542,0.62800002,9.530635833740233,9.98109627,5.0,8.510505444065652,0.4873522798653608,2.354288707394147,2.3961752735382613,1.791759469228055
Nauru,7587.251485472449,,6.71445369720459,13.73628426,3.0,8.934356473029748,,2.043095672835435,2.6903127695006224,1.3862943611198906
Nepal,882.3076634575772,0.579,3.29425358772278,5.46615553,7.0,6.783673569653196,0.45679173527350503,1.4572777540059836,1.8665817325246314,2.0794415416798357
Netherlands (the),45193.40321879707,0.93199998,5.34815979003906,10.32393837,7.0,10.718728535560688,0.6585557254383593,1.8481649740611379,2.4269189248116714,2.0794415416798357
Vanuatu,2643.886893995578,0.59500003,5.60338020324707,4.32168293,3.0,7.880383581183582,0.46687375504558515,1.8875816699344345,1.6717895935540974,1.3862943611198906
New Zealand,38630.72658869284,0.93099999,5.70862293243408,9.28344345,5.0,10.561829150201062,0.6580379982677135,1.9033937037570028,2.3305351698917565,1.791759469228055
Nicaragua,2025.327261458962,0.64700001,4.07842016220093,7.96303272,0.0,7.613980202592637,0.4989554572671486,1.6250002215297155,2.1931086429319886,0.0
Niger (the),481.1113011191537,0.37599999,4.48669004440308,5.34745932,4.0,6.178175002578759,0.31918073224371,1.7023251673985436,1.8480546257537889,1.6094379124341003
Nigeria,2679.554764809208,0.51599997,,3.58194995,3.0,7.893779053877467,0.4160752674312615,,1.5221246607939938,1.3862943611198906
Norway,74809.96580498976,0.95300001,7.52334976196289,10.13146877,7.0,11.22271975488858,0.6693666570148695,2.14280942812193,2.4097761215404128,2.0794415416798357
Micronesia (Federated States of),2891.322102647494,0.62599999,13.6465101242065,12.46286297,1.0,7.9698149542023735,0.48612300497555727,2.6842020903072394,2.5999350036789393,0.6931471805599453
Marshall Islands,3703.64905889496,0.63800001,,15.33984375,1.0,8.217343812297845,0.49347599153588373,,2.793606526962636,0.6931471805599453
Palau,15761.36338091492,0.77999997,,11.07734013,1.0,9.665380312886837,0.576613347450061,,2.491330980347844,0.6931471805599453
Pakistan,1282.443025839977,0.53399998,2.6500198841095,2.45764362,3.0,7.157301609641469,0.42787868990725475,1.2947326152807943,1.2405873223780892,1.3862943611198906
Panama,13669.55944240971,0.80000001,3.02929472923279,7.18962574,3.0,9.522999853709399,0.5877866704576745,1.393591355490249,2.1028681996291323,1.3862943611198906
Papua New Guinea,2502.073746244893,0.54100001,,1.81881714,1.0,7.825274754139931,0.43243156282727135,,1.036317343053918,0.6931471805599453
Paraguay,5861.389724160926,0.72299999,3.33377814292908,6.69165802,1.0,8.67631260219995,0.5440669517419621,1.466439711893693,2.0401363675598274,0.6931471805599453
Peru,6180.118799373945,0.759,3.96933007240295,4.98142099,3.0,8.72925456956419,0.5647454657554212,1.6032850367378506,1.7886581634803091,1.3862943611198906
Philippines (the),2974.296920476291,0.69800001,3.5185170173645,3.8982749,1.0,7.998099118201637,0.5294510937784371,1.5081838465062616,1.5888830819039887,0.6931471805599453
Poland,12560.05141968203,0.86799997,4.81700992584229,6.39477158,5.0,9.438356148276679,0.6248683237466935,1.7607863712779146,2.0007732072475717,1.791759469228055
Portugal,19250.10653768519,0.85000002,4.88554000854492,9.31645775,7.0,9.865323820541029,0.6151856499010442,1.7724984966630983,2.333740459853576,2.0794415416798357
Guinea-Bissau,585.957012585401,0.472,,8.13228226,1.0,6.374951584753631,0.38662202030668447,,2.2118156370816884,0.6931471805599453
Timor-Leste,1322.300887451039,0.61400002,6.29548788070679,7.67216587,1.0,7.187884566413585,0.4787155822393307,1.9872560585193801,2.160118571590016,0.6931471805599453
Qatar,66984.91020023957,0.84600002,,3.6881299,4.0,11.112237580739087,0.6130211469148965,,1.5450337609351916,1.6094379124341003
Romania,8976.95523628605,0.81300002,3.10695004463196,4.94721603,7.0,9.102527433395615,0.5949829428041535,1.4126806714312372,1.7829232159432822,2.0794415416798357
Russian Federation (the),9313.021484375,0.824,3.83402991294861,5.29604387,7.0,9.139276230215097,0.6010318916521397,1.575680470294543,1.8399214790069636,2.0794415416798357
Rwanda,733.8228503906645,0.51499999,3.64708995819092,6.65446424,5.0,6.599629450286232,0.41541543236067235,1.5362412082522303,2.0352890384173774,1.791759469228055
Saint Kitts and Nevis,20025.8848511621,0.77200001,2.549880027771,5.11798382,4.0,9.904830892409066,0.57210885782623,1.2669138079221762,1.8112326010700985,1.6094379124341003
Saint Lucia,10290.3504792779,0.73699999,3.8806300163269,4.57613707,4.0,9.23905906212896,0.5521594815019155,1.5852743132384797,1.71849625529382,1.6094379124341003
Saint Vincent and the Grenadines,7386.737484240216,0.759,4.95615243911743,4.11412001,6.0,8.907576807964523,0.5647454657554212,1.7844247087046847,1.6320053435471114,1.9459101490553132
San Marino,42281.81125479256,,3.44286584854126,8.6108551,1.0,10.652135929135891,,1.4912996296066956,2.2628931992526238,0.6931471805599453
Sao Tome and Principe,1571.498539924396,0.59600002,3.86459994316101,5.34009647,1.0,7.360421060068216,0.46750051155894523,1.5819844806351826,1.8468939844216992,0.6931471805599453
Saudi Arabia,20442.36606316129,0.85900003,,5.99833775,3.0,9.925413710953148,0.6200387248770153,,1.9456726565704914,1.3862943611198906
Senegal,1238.126399820309,0.505,5.45637989044189,4.37789631,1.0,7.122161894036926,0.4087928982008391,1.8650687722417154,1.6822972772591673,0.6931471805599453
Serbia,5588.979443587698,0.79400003,3.78640007972717,8.81319809,7.0,8.628730888787768,0.5844477803590122,1.565778579750707,2.283728223507925,2.0794415416798357
Seychelles,14894.48578270964,0.796,5.05932998657227,4.46488523,5.0,9.608813478426214,0.5855619698800079,1.8015992306967514,1.6983431204930666,1.791759469228055
Sierra Leone,581.2934118149541,0.45300001,3.21786284446716,20.41341209,3.0,6.366974464705489,0.3736303914704583,1.4393285648060345,3.0640174588901585,1.3862943611198906
Singapore,55645.60686146057,0.93000001,2.86309337615967,4.18069839,7.0,10.92677638200489,0.6575200080981414,1.3514682553204755,1.6449398715077337,2.0794415416798357
Slovakia,16390.88217485071,0.85100001,4.57843017578125,6.78228903,7.0,9.704541501926254,0.6157260389938456,1.718907406307217,2.051850514710489,2.0794415416798357
Viet Nam,2595.234978707369,0.68400002,3.4166042804718,4.56543732,7.0,7.8618175894084885,0.5211719276966195,1.485371138488164,1.7165755656471346,2.0794415416798357
Slovenia,20890.16643041727,0.903,4.90953016281128,8.49823952,7.0,9.947081689775773,0.6434315883140125,1.776566329579525,2.2511064677495822,2.0794415416798357
Somalia,387.6079944167012,,,,1.0,5.9625711090855695,,,,0.6931471805599453
South Africa,6204.929901458457,0.71600002,5.48285007476807,8.05304241,7.0,8.733260549659077,0.5399960127207821,1.8691602400220217,2.203100879117258,2.0794415416798357
Zimbabwe,1410.32917348908,0.58200002,,7.44982719,4.0,7.252287215565399,0.45868988198768706,,2.134145990272386,1.6094379124341003
Spain,25754.36102943998,0.889,4.28457021713257,9.12642574,7.0,10.156398079740303,0.6360475885193725,1.6647912947538717,2.315148416906427,2.0794415416798357
South Sudan,1071.777764755451,0.412,1.46555995941162,,,6.97800660538751,0.3450071390710503,0.9024189457583139,,
Sudan (the),2226.40942382813,0.50800002,,7.26768589,2.0,7.708594495814793,0.4107842828483637,,2.112354650048013,1.0986122886681096
Suriname,8907.838127358196,0.74400002,5.51823854446411,5.80808163,1.0,9.09479911099201,0.5561813369546778,1.8746041775462559,1.918110381504713,0.6931471805599453
Eswatini,3583.311290313427,0.57499999,5.35494709014893,7.05855274,4.0,8.184321625879297,0.45425526592839005,1.8492335789024201,2.0867339796015227,1.6094379124341003
Sweden,51545.48360953215,0.93699998,7.4439001083374,10.80418396,7.0,10.850239273918328,0.6611403740996136,2.13344430001764,2.468454041506866,2.0794415416798357
Switzerland,83806.44760038373,0.954,4.99559020996094,11.00794983,7.0,11.33627715603409,0.669878553620591,1.7910242340023554,2.4855689162744645,2.0794415416798357
Syrian Arab Republic (the),857.4978675220929,0.55599999,,,1.0,6.755184196376487,0.4421184193294646,,,0.6931471805599453
Tajikistan,970.3625996706944,0.65700001,4.96774005889893,6.90735912,7.0,6.878699827699056,0.5050087444794289,1.7863683061383553,2.067793860041489,2.0794415416798357
Thailand,5708.794146621721,0.78100002,3.86397624015808,3.8522861,5.0,8.649938250620455,0.5771750155371708,1.581856259816014,1.5794499547185175,1.791759469228055
Togo,760.2429116120521,0.514,3.75931000709534,4.95647097,5.0,6.634952507469492,0.41475515501525706,1.560102701243545,1.7844781865779802,1.791759469228055
Tonga,4117.930370185106,0.73000002,,4.47327423,1.0,8.323348789749645,0.5481214200703811,,1.699877016881304,0.6931471805599453
Trinidad and Tobago,18389.53102898018,0.81599998,3.14850950241089,6.02267027,3.0,9.819591193145584,0.5966362691658856,1.4227491136850587,1.9491435260533383,1.3862943611198906
United Arab Emirates (the),41525.13890435866,0.86500001,,3.58359146,4.0,10.634078361061643,0.6232610584577092,,1.5224828524040954,1.6094379124341003
Tunisia,3960.924849136632,0.73299998,6.22044992446899,6.24453449,7.0,8.284485259167607,0.549853999192788,1.9769172673715956,1.9802473211203682,2.0794415416798357
