Country,Continent,MMR,log_MMR,GDP,HDI,Education_Expenditure,Healthcare_Expenditure,Comparative_Abortion_Index,log_GDP,log_HDI,log_Education_Expenditure,log_Healthcare_Expenditure,log_Comparative_Abortion_Index
Botswana,Africa,156.0,5.049856007249540,-0.36156233130293200,-0.0600081874391119,2.115270846217000,-0.14608565812446600,0.3747959256349140,0.034133682041949200,-0.014403454542497300,1.8748310329657800,0.02662172022464290,0.5361061155482320
Canada,America,11.0,2.3978952727983700,1.228513306507830,1.4195407986552100,0.10927140157450900,1.4754571437310600,1.1972052710281000,1.4449421310548500,1.35425304357863,0.27213255951960700,1.4064607668749000,1.0296839500584700
Switzerland,Europe,5.0,1.6094379124341000,2.923279872894860,1.6044844384298300,0.24988142929605100,1.567816094057660,1.1972052710281000,1.904793067164840,1.5140228988568300,0.4141726279159830,1.4675434453161800,1.0296839500584700
Chile,America,14.0,2.6390573296152600,-0.03701724834597760,0.8911305314017670,0.19956127822829400,0.622560476618267,-1.6812274378480400,0.6237505524291180,0.8846354926418290,0.36405047523987200,0.7670313895259670,-2.538026211321160
China,Asia,30.0,3.4011973816621600,-0.27108381540439100,0.14475057810615600,-0.398676932722951,-0.5530127022522790,1.1972052710281000,0.2534161507521720,0.1854019263167550,-0.29981966300519500,-0.46482049580416300,1.0296839500584700
Cameroon,Africa,554.0,6.317164686747280,-0.5499645589291720,-0.9979367783986880,-1.0330484706568000,-1.022355890204970,-0.036408747061677400,-0.9742023211259570,-0.9787652518872470,-1.1929094949979000,-1.1685556755453700,0.22329594138633800
Colombia,America,85.0,4.442651256490320,-0.34643498805155000,0.28345850609101700,-0.03835222225686240,0.3502597714700830,0.3747959256349140,0.07588782184279390,0.31873387191369200,0.11601559678087700,0.5269361983177080,0.5361061155482320
Cabo Verde,Africa,61.0,4.110873864173310,-0.4753885142537250,-0.3176084552790830,0.14595375749776700,-0.593173759372938,1.1972052710281000,-0.3994667942586160,-0.27100561872703400,0.30979020064946600,-0.5184576020205160,1.0296839500584700
Costa Rica,America,28.0,3.332204510175200,-0.12299797509232000,0.5740840275829410,1.2804914454406500,0.3742214808570400,-0.4476134197582680,0.5091300972163170,0.5929939760490220,1.3003677518537900,0.5489273499591080,-0.15955277040140600
Cuba,America,38.0,3.6375861597263900,-0.28510580834448900,0.4089559098867770,2.4274087153980800,2.198880331598710,1.1972052710281000,0.22359509990582500,0.43799889853214500,2.066001324075570,1.8520533803416700,1.0296839500584700
Cyprus,Asia,7.0,1.9459101490553100,0.38097151668003700,1.0562585830466300,0.9684454300051310,0.10333082612356300,0.3747959256349140,1.0097453358069700,1.0335422721383500,1.056584888014700,0.2894149377439720,0.5361061155482320
Czechia,Europe,4.0,1.3862943611198900,0.14252083133881500,1.1883610507830400,0.6649056994675610,0.23601178422156000,1.1972052710281000,0.8158377444469830,1.151242109624870,0.8005123233505790,0.41959006383994100,1.0296839500584700
Germany,Europe,5.0,1.6094379124341000,1.1234445334448400,1.498802490661220,0.17280697757217400,1.6292845392904800,1.1972052710281000,1.4035118985726700,1.4230085116436900,0.33708355283154700,1.5074555777082400,1.0296839500584700
Djibouti,Africa,247.0,5.5093883366279800,-0.5074108405196390,-1.4404804878593700,-0.5166045808162810,-1.2038716440656000,-1.2700227651514500,-0.5922647110193390,-1.4647008665622600,-0.44833822745181400,-1.497784920596970,-1.348789490861290
Denmark,Europe,4.0,1.3862943611198900,1.6356048286218600,1.4855920325234200,1.3556312112931100,1.3358638857693600,1.1972052710281000,1.5857522246676900,1.4115787301495100,1.3564377573518100,1.3114790801276500,1.0296839500584700
Algeria,Africa,114.0,4.736198448394500,-0.43204644724565200,0.19098668620370900,1.878398878231280,0.15986633989096800,-0.4476134197582680,-0.2017775492985790,0.23002471462114200,1.7218679595407600,0.3456394167246400,-0.15955277040140600
Ecuador,America,63.0,4.143134726391530,-0.3505681863228930,0.35611480389987300,0.25158818179887900,0.3391168172058530,-0.4476134197582680,0.06472324710483460,0.3879384842294330,0.4158591947088790,0.5166492742953930,-0.15955277040140600
Egypt,Africa,39.0,3.6635616461296500,-0.4669040614406880,-0.03358799772780880,-0.3344565098531750,-0.4138434758608270,-1.2700227651514500,-0.35614613856388400,0.011581153730420500,-0.22170472568917300,-0.28666755940059000,-1.348789490861290
Spain,Europe,4.0,1.3862943611198900,0.47652603340047900,1.1751509889530400,-0.14033133852983200,0.9103849092425690,1.1972052710281000,1.074581534769030,1.1395284467088100,0.0036189882145998200,0.9998665507679080,1.0296839500584700
Estonia,Europe,10.0,2.302585092994050,0.12449597564589600,1.1289152771632900,0.3314339473842950,0.04206431782403390,1.1972052710281000,0.7987555664030490,1.0984322966450000,0.49379879197762100,0.22715612201844200,1.0296839500584700
Ethiopia,Africa,446.0,6.100318952020060,-0.5823913203601800,-1.6584497115424400,0.3364673232873010,-0.9426484129655330,0.3747959256349140,-1.5349400435428200,-1.7121178093486000,0.498649982746499,-1.0355932951270200,0.5361061155482320
Finland,Europe,3.0,1.0986122886681100,1.1950385581623700,1.4459613846743100,1.3675214300478600,1.0916655737531400,0.7860005983315050,1.432005404282360,1.3772190352682800,1.3652224333298000,1.1369812695376500,0.8005833493535210
Fiji,Oceania,35.0,3.5553480614894100,-0.3937861532415610,0.11832999208705400,0.1476537060194450,-1.1168240023187400,0.7860005983315050,-0.06404310517895440,0.15982224026662800,0.311524819288502,-1.3349657603468600,0.8005833493535210
France,Europe,8.0,2.0794415416798400,0.9358738057477510,1.1949665110314900,0.5070797675903000,1.7190503158226400,1.1972052710281000,1.3228807835450600,1.1570946764472400,0.6589484426833130,1.564718065214330,1.0296839500584700
Gabon,Africa,261.0,5.564520407322690,-0.3101120933240930,-0.07982370951756330,-0.9417050236907860,-1.349970581629020,-1.2700227651514500,0.16705866506982300,-0.03393239246968310,-1.0481914637346700,-1.794839419005490,-1.348789490861290
Georgia,Asia,27.0,3.295836866004330,-0.4397724209142440,0.5212432518525360,-0.7548284475186030,0.31518892761674800,1.1972052710281000,-0.2331901716469540,0.5436314816273490,-0.7707825184997850,0.4944284111530590,1.0296839500584700
Ghana,Africa,320.0,5.768320995793770,-0.5368315419393600,-0.6874957348283130,-0.058295737779795700,-0.6911402586038550,0.3747959256349140,-0.8328644941092450,-0.65018414622088,0.09433818118417010,-0.6538704245171300,0.5361061155482320
Guinea,Africa,699.0,6.54965074223381,-0.5770759666156200,-1.7905523774327500,-1.1103095084791900,-0.24870334569028000,0.3747959256349140,-1.406790012651390,-1.8648041180254600,-1.3205528755339600,-0.08925829525041950,0.5361061155482320
Greece,Europe,3.0,1.0986122886681100,0.1532338807409370,1.1157048190254900,-0.4823369839730370,0.5936826635524950,1.1972052710281000,0.8257974462009460,1.0866622345749900,-0.4044780035633310,0.742542133487043,1.0296839500584700
Grenada,America,25.0,3.2188758248682000,-0.25577684001717500,0.5212432518525360,-0.16555448173516,-0.654875131082088,-0.4476134197582680,0.28458900306479600,0.5436314816273490,-0.02479043999045030,-0.6029612741384880,-0.15955277040140600
Guatemala,America,103.0,4.634728988229640,-0.44059358840497900,-0.4761315090345960,-0.8286672136673110,-0.17992905890430200,-1.2700227651514500,-0.23661287065941900,-0.4319228819918130,-0.8775825127574560,-0.01105744688271990,-1.348789490861290
Guyana,America,172.0,5.147494476813450,-0.37004697275073700,-0.17890052729422100,-0.3537460581107650,-0.8729474203910410,1.1972052710281000,0.00958239570471353,-0.1320964548051340,-0.24497119423103900,-0.9243790972691710,1.0296839500584700
Honduras,America,67.0,4.204692619390970,-0.5138209204987020,-0.6478650209279100,1.027749453109400,0.336424839565576,-1.2700227651514500,-0.6381258823648100,-0.6089310871754110,1.104343779731250,0.5141583073708240,-1.348789490861290
Croatia,Europe,8.0,2.0794415416798400,-0.10019042192449700,0.8713149432720160,0.2353353026677580,0.06279443528602100,1.1972052710281000,0.5413998444725210,0.866631118310626,0.3997629359357140,0.24838048646158800,1.0296839500584700
Haiti,America,488.0,6.1903154058531500,-0.5497100108532860,-1.202695940251760,-1.4737075248933400,-0.505177255484825,-1.2700227651514500,-0.9711748742241030,-1.2009527638590100,-1.998938669229240,-0.40227240658301600,-1.348789490861290
Hungary,Europe,12.0,2.4849066497880000,-0.07296530450880970,0.8382893593635620,-0.02462649874055570,0.11568323212549600,1.1972052710281000,0.5780772068025600,0.836558961077769,0.1308511459676250,0.30179811121156800,1.0296839500584700
Indonesia,Asia,192.0,5.2574953720277800,-0.4689187472125140,-0.10624429553666500,-0.525028694557245,-1.2567309119132700,-0.4476134197582680,-0.36619403751029700,-0.060024576819225500,-0.45921171525812500,-1.60158666038631,-0.15955277040140600
India,Asia,158.0,5.062595033026970,-0.5419354913761350,-0.5421827429028010,-0.23339723949364600,-1.0221430410670400,0.7860005983315050,-0.8844755376338790,-0.499668290957546,-0.102458098606469,-1.1681918976086600,0.8005833493535210
Iceland,Europe,4.0,1.3862943611198900,1.6228267478651100,1.5450382024509700,1.6012528373487600,0.5411813670314240,0.7860005983315050,1.5817350918435300,1.4629192952141900,1.5332572318828700,0.6974517871984170,0.8005833493535210
Israel,Asia,3.0,1.0986122886681100,0.9170591309631330,1.3072534566894500,0.6900628963940290,0.2024083086839520,0.3747959256349140,1.3142586809455800,1.2561126245760600,0.8225187143062030,0.38720056561884700,0.5361061155482320
Italy,Europe,2.0,0.6931471805599450,0.665685343736222,1.1289152771632900,-0.25609689076631500,0.8162058709686660,1.1972052710281000,1.1876107421179500,1.0984322966450000,-0.12886477153235900,0.9258333437758030,1.0296839500584700
Jamaica,America,78.0,4.356708826689590,-0.3949510445320390,0.012648110369744400,0.5021241140873780,-0.3131661725539650,-0.4476134197582680,-0.06786206650118590,0.056908720672865100,0.654402075442875,-0.16463691743789000,-0.15955277040140600
Japan,Asia,5.0,1.6094379124341000,0.8645482087063420,1.3666996266170100,-0.7196217704305830,1.477579799893610,-0.036408747061677400,1.2896203672627700,1.3081776217599100,-0.7210686824572180,1.4078799836832400,0.22329594138633800
Kazakhstan,Asia,12.0,2.4849066497880000,-0.16595413101327300,0.6203201356804940,-0.9613413132955480,-1.2161198303020100,1.1972052710281000,0.4440154483386300,0.6360067234523600,-1.0787630359339000,-1.5214900277657000,1.0296839500584700
Kenya,Africa,353.0,5.8664680569333000,-0.5458771630289910,-0.9913317144580380,0.11153267854122600,-0.6137702084428560,-0.4476134197582680,-0.9270969961165900,-0.9716717138564540,0.27446661132866800,-0.5463773198284530,-0.15955277040140600
Kyrgyzstan,Asia,66.0,4.189654742026430,-0.5617065593190920,-0.13926987944511800,0.7931562954264360,0.21955235354196000,1.1972052710281000,-1.1302474226183800,-0.09272638574903090,0.9111763592656920,0.4037730168140650,1.0296839500584700
Cambodia,Asia,178.0,5.181783550292090,-0.5596135062079880,-0.9054649585113810,-1.5568619225826200,-0.11413582359847400,1.1972052710281000,-1.0997757320373000,-0.8798660175777480,-2.1762952592466100,0.061724159563296000,1.0296839500584700
Kiribati,Oceania,97.0,4.574710978503380,-0.5474581126480990,-0.5884188510003550,4.156529044572480,0.5249635248055190,-1.2700227651514500,-0.9449446742297620,-0.5473382304997350,2.9596503770731600,0.6833720992600330,-1.348789490861290
Liberia,Africa,691.0,6.53813982376767,-0.5794683735537580,-1.5725831537496900,-1.3305266390626600,1.4309779598656800,0.3747959256349140,-1.4616024996116700,-1.6139894671093500,-1.71453663350746,1.3765517109864100,0.5361061155482320
Saint Lucia,America,115.0,4.74493212836325,-0.1752442891244760,0.17117116412525800,-0.36201655889264600,-0.679550445541429,-0.036408747061677400,0.42910400504636500,0.21092263882703900,-0.25499802865569300,-0.6374976812537660,0.22329594138633800
Sri Lanka,Asia,36.0,3.58351893845611,-0.44077380976433200,0.34950973995922200,-1.33376167040887,-0.9193242516678150,-1.2700227651514500,-0.23736628242719600,0.3816650549234390,-1.7206953069245000,-0.9978735217062280,-1.348789490861290
Lesotho,Africa,574.0,6.352629396319570,-0.5620106143292740,-1.3744290558372700,2.2750042480410800,0.852088788302616,-1.2700227651514500,-1.1347858558398900,-1.3908047413799600,1.9740634799110400,0.9542765615730370,-1.348789490861290
Lithuania,Europe,9.0,2.1972245773362200,-0.0077661479340804500,0.9968124131190760,-0.17182199514250900,-0.010665907875226600,1.1972052710281000,0.6588447704874430,0.9801662309008300,-0.031888350932064200,0.17241706921347100,1.0296839500584700
Luxembourg,Europe,5.0,1.6094379124341000,3.8360091114273000,1.3468845008463500,-0.42387259831208900,-0.5030967491540190,0.7860005983315050,2.0665168514152100,1.2908500490318300,-0.3309864384750630,-0.39958408876625300,0.8005833493535210
Latvia,Europe,23.0,3.1354942159291500,-0.027891936137444500,0.9175510513695690,0.4073504138544060,-0.3035875525327490,1.1972052710281000,0.6348877221835870,0.9085956237685920,0.5662099209456460,-0.1533044889907180,1.0296839500584700
Morocco,Africa,74.0,4.30406509320417,-0.476646646079031,-0.37705469125793700,0.3254953802964820,-0.33220228118487200,-0.4476134197582680,-0.4061239344100220,-0.3310758891444940,0.48806585323221100,-0.18729833926697300,-0.15955277040140600
Madagascar,Africa,363.0,5.8944028342648500,-0.5897534283456420,-1.3678239918966200,-1.2788042136486300,-0.5411449791328230,-1.2700227651514500,-1.762856575936080,-1.3834422764777900,-1.6176219157830500,-0.4491691647771440,-1.348789490861290
Maldives,Asia,54.0,3.9889840465642700,-0.2113242266553230,0.164566100184607,0.057421139822289500,0.7702811501851170,-0.4476134197582680,0.36799660418133600,0.20454805430612600,0.21814883588719500,0.888994855388328,-0.15955277040140600
Mexico,America,36.0,3.58351893845611,-0.1978754183143270,0.3759303259783240,0.37820896258026000,-0.2788992398661540,1.1972052710281000,0.391399208082645,0.40673778143230600,0.5386043537140610,-0.12430978150397600,1.0296839500584700
Mali,Africa,620.0,6.429719478039140,-0.5784635226814310,-1.949075431188270,-0.4054326317779590,-0.841924455878225,-0.8588180924548590,-1.4380582344003000,-2.050851719757010,-0.3081471311379860,-0.8762925516549160,-0.6531306049116480
Malta,Europe,7.0,1.9459101490553100,0.4414304706338290,1.1751509889530400,0.2654620227510370,0.8304286805588840,-1.6812274378480400,1.0514566109395800,1.1395284467088100,0.42953659628683000,0.9371425934351450,-2.538026211321160
Myanmar,Asia,246.0,5.5053315359323600,-0.5573451433566480,-0.9847266505173880,-1.2593301728251900,-0.36449467787241400,-1.2700227651514500,-1.0681769026941400,-0.9645827185523000,-1.5818680484974800,-0.22617385442896200,-1.348789490861290
Mongolia,Asia,47.0,3.8501476017100600,-0.4437663670420920,0.13814551416550500,-0.08403127310418770,-0.7999556416364480,1.1972052710281000,-0.24999597838252500,0.17901262410264500,0.06614995274586510,-0.812552246145139,1.0296839500584700
Mozambique,Africa,318.0,5.762051382780180,-0.5839122449846340,-1.7905523774327500,0.80705447369579,0.06836928251783890,0.3747959256349140,-1.5763552950259200,-1.8648041180254600,0.9229456769585080,0.2540603516653620,0.5361061155482320
Mauritania,Africa,785.0,6.665683717782410,-0.5430923352460360,-1.1036186601160000,-0.9388478749901000,-0.9948965414471990,-1.2700227651514500,-0.8967191271570150,-1.092885391658290,-1.043767045203910,-1.1220189399909600,-1.348789490861290
Mauritius,Africa,73.0,4.290459441148390,-0.20822387624783000,0.5542689018122890,0.1197482240907220,-0.2868713723184660,0.3747959256349140,0.3734610470764130,0.5745089807417700,0.28293248836922300,-0.13363904914184500,0.5361061155482320
Malawi,Africa,370.0,5.91350300563827,-0.5860175175515660,-1.4536907478432800,-0.3766422397621000,0.03767588195932020,-1.2700227651514500,-1.6380287560697300,-1.4795394430181800,-0.27280566024438700,0.22264192653912800,-1.348789490861290
Malaysia,Asia,30.0,3.4011973816621600,-0.20014361683782900,0.5674789636422900,0.08975051795775020,-0.9430514517322320,-0.4476134197582680,0.3875064261672200,0.5868357195479620,0.2519134835913510,-1.0362496669149700,-0.15955277040140600
Namibia,Africa,217.0,5.37989735354046,-0.39966646330772,-0.5487878068434520,2.73874633171904,1.209018906091600,0.3747959256349140,-0.08353633906822230,-0.5064656295689380,2.246105569050130,1.2222247108783800,0.5361061155482320
Nicaragua,America,101.0,4.61512051684126,-0.5235948564549950,-0.4232904030476920,-0.25346793712580200,0.5038788987113900,-1.6812274378480400,-0.7143684383142150,-0.3780233710859750,-0.12579548978978400,0.6649585865535830,-2.538026211321160
Norway,Europe,3.0,1.0986122886681100,2.544100110804460,1.5978793744891700,1.6371336319540000,1.2615611888952300,1.1972052710281000,1.8248894008365600,1.5083564202818800,1.5583010360690400,1.259548873056380,1.0296839500584700
Nepal,Asia,236.0,5.4638318050256100,-0.571770344283662,-0.8724393085516280,-0.6838240629028770,-0.36856538094674500,1.1972052710281000,-1.2986063962042400,-0.8447579120985900,-0.6712875769701300,-0.23111372876082100,1.0296839500584700
New Zealand,Oceania,10.0,2.302585092994050,1.0192334317354800,1.452566382563660,0.6411987972928050,0.9652491226060310,0.3747959256349140,1.3598595408384300,1.3829529670137000,0.7796374192274880,1.0420916872981100,0.5361061155482320
Pakistan,Asia,154.0,5.0369526024136300,-0.5549056148302230,-1.1696702902920000,-1.0373840459543500,-1.4197820834241600,-0.4476134197582680,-1.035706312749020,-1.1648130761168000,-1.1999411813041800,-1.9490005019339500,-0.15955277040140600
Panama,America,58.0,4.060443010546420,-0.032818874408463,0.5872944857207420,-0.829235346093506,0.2336395380207370,-0.4476134197582680,0.628896445156539,0.6053005281258710,-0.8784180047789840,0.4173160174786190,-0.15955277040140600
Peru,America,94.0,4.543294782270000,-0.34848052813074200,0.31648408999947000,-0.3133373448946490,-0.5379384996045020,-0.4476134197582680,0.0703845587078853,0.35024415282045600,-0.19642086068080800,-0.44495568391238100,-0.15955277040140600
Poland,Europe,2.0,0.6931471805599450,-0.07958193108586980,1.0364430609681800,0.15187531463270100,-0.04409377134337810,0.3747959256349140,0.569337646456849,1.0157787214516000,0.31582852951966000,0.13714157154636600,0.5361061155482320
Portugal,Europe,9.0,2.1972245773362200,0.20238757273892800,0.9175510513695690,0.18948510552529700,0.9767847869539910,1.1972052710281000,0.8697696929234430,0.9085956237685920,0.35392045492481100,1.0508878125355600,1.0296839500584700
Paraguay,America,88.0,4.477336814478210,-0.36191418115857800,0.07869934423795030,-0.6621327092986180,0.05964255871059170,-1.2700227651514500,0.033132409113386600,0.1213417625535400,-0.6414896876079440,0.2451640256684210,-1.348789490861290
Romania,Europe,21.0,3.044522437723420,-0.23060069478332800,0.673161241667399,-0.786617563381429,-0.5498901974322740,1.1972052710281000,0.3330347255848970,0.6849602145060730,-0.8163328771915230,-0.4606938284692860,1.0296839500584700
Rwanda,Africa,275.0,5.616771097666570,-0.5780286169477130,-1.295167694087760,-0.4901849836945290,0.04664652481279990,0.3747959256349140,-1.4281074217229300,-1.3027760574542400,-0.4144708242493880,0.2318617301781430,0.5361061155482320
Senegal,Africa,346.0,5.846438775057730,-0.5567734525131030,-1.3612189279559700,0.5027660435399130,-0.7488185768495140,-1.2700227651514500,-1.0604320645028700,-1.3760847051560800,0.6549913465100100,-0.7368368200067100,-1.348789490861290
Singapore,Asia,9.0,2.1972245773362200,1.7363691299511700,1.4459613846743100,-0.9204478164223450,-0.8177223250809120,1.1972052710281000,1.6166514499815200,1.3772190352682800,-1.01541704950664,-0.8393549770065890,1.0296839500584700
Sierra Leone,Africa,1180.0,7.07326971745971,-0.5844573607106950,-1.7046856214861000,-0.7257478395374490,4.8542179159580300,-0.4476134197582680,-1.5918130556131700,-1.7653187590693300,-0.7296646138956670,3.0549523489965700,-0.15955277040140600
El Salvador,America,48.0,3.871201010907890,-0.45041883408311,-0.2845828713706290,-0.3459640046681320,0.7817678266659540,-1.6812274378480400,-0.27891139538636900,-0.23777366840318900,-0.2355646787693830,0.8982553655247150,-2.538026211321160
Serbia,Europe,13.0,2.5649493574615400,-0.3733956099801890,0.5476638378716380,-0.4137306101760300,0.8009387288025690,1.1972052710281000,-0.00034804494299969200,0.5683404291591420,-0.3184049681574160,0.9136416040671980,1.0296839500584700
Sao Tome and Principe,Africa,130.0,4.867534450455580,-0.5427226300196980,-0.7601519665858690,-0.37081397567642900,-0.4126122032079880,-1.2700227651514500,-0.8927830983397230,-0.7262162950860970,-0.2656977141524650,-0.28514188222576100,-1.348789490861290
Suriname,America,122.0,4.804021044733260,-0.23351381232368300,0.21740727222281100,0.5367145074979730,-0.249091555319456,-1.2700227651514500,0.3275967595132390,0.2554428749448820,0.6860038174000440,-0.08970610101276980,-1.348789490861290
Slovakia,Europe,6.0,1.791759469228060,0.08187824049999600,0.9241561153102200,0.020941071492511900,0.09131031816260520,1.1972052710281000,0.7566366288652020,0.9145775021054930,0.1796234977901690,0.27731060417287500,1.0296839500584700
Slovenia,Europe,7.0,1.9459101490553100,0.271512096534279,1.2676228088403500,0.20265107074606200,0.6908877403813860,1.1972052710281000,0.9272978983697200,1.221266196414780,0.3671504693685740,0.8241192667641820,1.0296839500584700
Sweden,Europe,4.0,1.3862943611198900,1.5635589365260600,1.492197096464070,1.5935311038159600,1.4966174110054700,1.1972052710281000,1.562796787189060,1.417294953239890,1.5278423661499500,1.4205759061317800,1.0296839500584700
Eswatini,Africa,435.0,6.075346031088680,-0.4579296301101670,-0.8988598945707300,0.4470990100529940,0.18784077405844900,-0.036408747061677400,-0.31305271322907700,-0.8728355532461920,0.6034897630126520,0.37303964259149000,0.22329594138633800
Seychelles,Africa,54.0,3.9889840465642700,0.018808782808715400,0.5608738997016400,0.28486226654814000,-0.7184234152646380,0.3747959256349140,0.6892784472684620,0.5806740351619840,0.4485662133665140,-0.6928029733634590,0.5361061155482320
Chad,Africa,1160.0,7.05617528410041,-0.5763179000292920,-2.127414007022230,-1.2059711282525000,-0.6977844809253660,-0.4476134197582680,-1.3902764768911800,-2.2639625240983500,-1.4858694716543600,-0.6633008515813620,-0.15955277040140600
Togo,Africa,398.0,5.986452005284440,-0.5769150758150600,-1.3017727580284100,-0.4285978323763800,-0.5466563902214440,0.3747959256349140,-1.4032526632801100,-1.3100850479603400,-0.3368649089105280,-0.4564265962980030,0.5361061155482320
Thailand,Asia,38.0,3.6375861597263900,-0.36834571251753500,0.4617970819249820,-0.37115626826669200,-0.9324742339563060,0.3747959256349140,0.014574328645057200,0.48783400348053200,-0.26611473307247600,-1.0190758499167300,0.5361061155482320
Tajikistan,Asia,18.0,2.8903717578961600,-0.56805904351926,-0.35723910312818600,0.23459707071276300,0.1350115802886880,1.1972052710281000,-1.2317420056957600,-0.3110160459483340,0.3990299231502360,0.32106317068196800,1.0296839500584700
Timor-Leste,Asia,160.0,5.075173815233830,-0.553225703190669,-0.6412596267307590,0.9632744043295900,0.4022458987220390,-1.2700227651514500,-1.0141868842608700,-0.6020702135987260,1.0523871087031400,0.5744254982610760,-1.348789490861290
